event_id,machine_id,location_id,event_timestamp,event_type,severity,downtime_minutes,software_version,error_code,event_date,requires_investigation,planned_event_flag
228,MCH000087,LOC0001,2025-01-12 10:36:51,Cash Refill,Low,3,v4.2,CR-131,2025-01-12,0,1
229,MCH000003,LOC0006,2025-01-12 10:52:08,Hopper Empty,Medium,9,v5.0,HP-496,2025-01-12,0,0
230,MCH000014,LOC0007,2025-01-12 11:25:52,Preventive Maintenance,Low,34,v5.1,PM-379,2025-01-12,0,1
231,MCH000031,LOC0002,2025-01-12 12:08:51,Communication Loss,Medium,63,v5.1,CM-225,2025-01-12,0,0
232,MCH000098,LOC0006,2025-01-12 12:13:30,Printer Error,Medium,5,v5.0,PR-277,2025-01-12,0,0
233,MCH000052,LOC0001,2025-01-12 14:52:36,Printer Error,Medium,8,v4.1,PR-207,2025-01-12,0,0
234,MCH000024,LOC0007,2025-01-12 15:10:16,Communication Loss,Medium,34,v4.1,CM-813,2025-01-12,0,0
235,MCH000072,LOC0004,2025-01-12 15:58:22,Preventive Maintenance,Low,25,v5.0,PM-832,2025-01-12,0,1
236,MCH000076,LOC0004,2025-01-12 18:13:59,Printer Error,Medium,13,v4.1,PR-745,2025-01-12,0,0
237,MCH000009,LOC0003,2025-01-12 20:10:51,Bill Acceptor Error,Medium,13,v5.1,BA-479,2025-01-12,0,0
238,MCH000037,LOC0005,2025-01-12 22:03:29,Bill Acceptor Error,Medium,29,v4.1,BA-966,2025-01-12,0,0
239,MCH000022,LOC0008,2025-01-12 23:20:14,Bill Acceptor Error,Medium,15,v5.1,BA-789,2025-01-12,0,0
240,MCH000038,LOC0001,2025-01-13 00:33:40,Door Open,Low,0,v4.2,DR-155,2025-01-13,0,0
241,MCH000038,LOC0001,2025-01-13 02:31:15,Printer Error,Medium,5,v4.2,PR-307,2025-01-13,0,0
242,MCH000090,LOC0001,2025-01-13 02:32:19,Software Restart,Low,2,v4.2,SR-539,2025-01-13,0,0
243,MCH000013,LOC0009,2025-01-13 04:47:12,Preventive Maintenance,Low,39,v5.1,PM-761,2025-01-13,0,1
244,MCH000021,LOC0006,2025-01-13 07:49:15,Cash Refill,Low,4,v4.1,CR-192,2025-01-13,0,1
245,MCH000096,LOC0004,2025-01-13 09:21:23,Cash Refill,Low,3,v5.1,CR-233,2025-01-13,0,1
246,MCH000100,LOC0004,2025-01-13 10:01:29,Cash Refill,Low,4,v4.1,CR-105,2025-01-13,0,1
247,MCH000001,LOC0004,2025-01-13 13:30:33,Software Restart,Medium,8,v5.0,SR-735,2025-01-13,0,0
248,MCH000021,LOC0006,2025-01-13 14:05:07,Software Restart,Low,4,v4.1,SR-569,2025-01-13,0,0
249,MCH000052,LOC0001,2025-01-13 14:11:44,Cash Refill,Low,4,v4.1,CR-973,2025-01-13,0,1
250,MCH000050,LOC0007,2025-01-13 15:08:49,Software Restart,Low,2,v4.2,SR-533,2025-01-13,0,0
251,MCH000037,LOC0005,2025-01-13 17:17:47,Ticket Jam,Medium,5,v4.1,TJ-737,2025-01-13,0,0
252,MCH000011,LOC0006,2025-01-13 19:24:09,Printer Error,Medium,7,v5.0,PR-418,2025-01-13,0,0
253,MCH000053,LOC0009,2025-01-13 21:22:32,Cash Refill,Low,4,v4.2,CR-236,2025-01-13,0,1
254,MCH000080,LOC0006,2025-01-13 21:39:52,Software Upgrade,Low,18,v4.2,SU-385,2025-01-13,0,1
255,MCH000095,LOC0009,2025-01-13 21:47:27,Door Open,Medium,0,v5.0,DR-327,2025-01-13,0,0
256,MCH000069,LOC0002,2025-01-13 21:47:57,Bill Acceptor Error,Medium,20,v4.2,BA-722,2025-01-13,0,0
257,MCH000020,LOC0003,2025-01-13 22:29:28,Printer Error,Medium,18,v5.1,PR-617,2025-01-13,0,0
258,MCH000006,LOC0002,2025-01-13 22:42:41,Door Open,Low,2,v4.1,DR-305,2025-01-13,0,0
259,MCH000042,LOC0007,2025-01-13 23:14:52,Cash Refill,Low,4,v4.1,CR-552,2025-01-13,0,1
260,MCH000071,LOC0002,2025-01-14 00:01:02,Printer Error,Medium,28,v5.1,PR-851,2025-01-14,0,0
261,MCH000051,LOC0006,2025-01-14 00:57:50,Ticket Jam,Medium,10,v4.1,TJ-270,2025-01-14,0,0
262,MCH000025,LOC0002,2025-01-14 01:39:31,Printer Error,Medium,15,v4.2,PR-804,2025-01-14,0,0
263,MCH000031,LOC0002,2025-01-14 04:59:01,Ticket Jam,Medium,19,v5.1,TJ-428,2025-01-14,0,0
264,MCH000048,LOC0005,2025-01-14 05:14:32,Printer Error,Medium,10,v5.0,PR-834,2025-01-14,0,0
265,MCH000026,LOC0001,2025-01-14 06:57:08,Communication Loss,Medium,36,v4.1,CM-654,2025-01-14,0,0
266,MCH000023,LOC0003,2025-01-14 07:20:24,Communication Loss,Medium,37,v4.2,CM-732,2025-01-14,0,0
267,MCH000036,LOC0008,2025-01-14 09:42:40,Door Open,Low,1,v5.1,DR-865,2025-01-14,0,0
268,MCH000058,LOC0007,2025-01-14 11:26:48,Software Restart,Low,5,v5.0,SR-420,2025-01-14,0,0
269,MCH000021,LOC0006,2025-01-14 11:35:03,Software Restart,Medium,4,v4.1,SR-184,2025-01-14,0,0
270,MCH000029,LOC0002,2025-01-14 14:13:24,Software Restart,Low,6,v5.1,SR-227,2025-01-14,0,0
271,MCH000060,LOC0006,2025-01-14 15:11:38,Printer Error,Medium,19,v4.2,PR-102,2025-01-14,0,0
272,MCH000086,LOC0008,2025-01-14 15:29:50,Communication Loss,Medium,40,v4.1,CM-900,2025-01-14,0,0
273,MCH000003,LOC0006,2025-01-14 15:39:44,Software Upgrade,Low,17,v5.0,SU-950,2025-01-14,0,1
274,MCH000066,LOC0009,2025-01-14 16:21:11,Software Restart,Medium,7,v5.0,SR-712,2025-01-14,0,0
275,MCH000030,LOC0001,2025-01-14 16:37:33,Door Open,Low,1,v5.0,DR-703,2025-01-14,0,0
276,MCH000046,LOC0002,2025-01-14 17:19:47,Printer Error,High,23,v4.2,PR-125,2025-01-14,1,0
277,MCH000075,LOC0009,2025-01-14 18:13:10,Door Open,Low,0,v4.1,DR-740,2025-01-14,0,0
278,MCH000061,LOC0007,2025-01-14 21:28:11,Printer Error,Medium,19,v4.1,PR-633,2025-01-14,0,0
279,MCH000036,LOC0008,2025-01-14 22:08:13,Door Open,Low,2,v5.1,DR-837,2025-01-14,0,0
280,MCH000006,LOC0002,2025-01-14 22:56:54,Communication Loss,Medium,11,v4.1,CM-824,2025-01-14,0,0
281,MCH000037,LOC0005,2025-01-15 00:20:39,Cash Refill,Low,3,v4.1,CR-427,2025-01-15,0,1
282,MCH000032,LOC0003,2025-01-15 02:43:52,Hopper Empty,Medium,11,v5.1,HP-731,2025-01-15,0,0
283,MCH000065,LOC0004,2025-01-15 03:28:55,Door Open,Low,2,v5.1,DR-479,2025-01-15,0,0
284,MCH000062,LOC0006,2025-01-15 04:06:22,Cash Refill,Low,4,v5.0,CR-390,2025-01-15,0,1
285,MCH000016,LOC0007,2025-01-15 05:23:42,Ticket Jam,Medium,17,v4.1,TJ-815,2025-01-15,0,0
286,MCH000047,LOC0010,2025-01-15 05:46:01,Door Open,Low,2,v5.0,DR-550,2025-01-15,0,0
287,MCH000087,LOC0001,2025-01-15 06:34:20,Door Open,Low,2,v4.2,DR-579,2025-01-15,0,0
288,MCH000006,LOC0002,2025-01-15 07:31:36,Bill Acceptor Error,High,14,v4.1,BA-238,2025-01-15,1,0
289,MCH000078,LOC0006,2025-01-15 07:43:42,Printer Error,Medium,20,v4.2,PR-314,2025-01-15,0,0
290,MCH000022,LOC0008,2025-01-15 07:58:36,Software Upgrade,Low,15,v5.1,SU-839,2025-01-15,0,1
291,MCH000042,LOC0007,2025-01-15 08:24:12,Hopper Empty,Medium,12,v4.1,HP-823,2025-01-15,0,0
292,MCH000091,LOC0004,2025-01-15 08:29:30,Software Restart,Low,6,v4.1,SR-721,2025-01-15,0,0
293,MCH000022,LOC0008,2025-01-15 08:53:28,Preventive Maintenance,Low,22,v5.1,PM-509,2025-01-15,0,1
294,MCH000021,LOC0006,2025-01-15 09:12:21,Software Restart,Low,5,v4.1,SR-145,2025-01-15,0,0
295,MCH000055,LOC0002,2025-01-15 11:48:19,Cash Refill,Low,3,v4.2,CR-930,2025-01-15,0,1
296,MCH000069,LOC0002,2025-01-15 13:32:55,Software Restart,Medium,8,v4.2,SR-182,2025-01-15,0,0
297,MCH000003,LOC0006,2025-01-15 15:02:20,Power Failure,Medium,83,v5.0,PF-238,2025-01-15,0,0
298,MCH000092,LOC0010,2025-01-15 15:29:17,Door Open,Low,2,v5.0,DR-910,2025-01-15,0,0
299,MCH000064,LOC0007,2025-01-15 15:39:01,Cash Refill,Low,3,v4.1,CR-714,2025-01-15,0,1
300,MCH000006,LOC0002,2025-01-15 16:02:57,Printer Error,Medium,7,v4.1,PR-334,2025-01-15,0,0
301,MCH000088,LOC0008,2025-01-15 16:21:18,Hopper Empty,Medium,12,v5.0,HP-709,2025-01-15,0,0
302,MCH000091,LOC0004,2025-01-15 16:44:33,Bill Acceptor Error,Medium,26,v4.1,BA-523,2025-01-15,0,0
303,MCH000012,LOC0008,2025-01-15 17:40:23,Communication Loss,Medium,75,v4.2,CM-503,2025-01-15,0,0
304,MCH000082,LOC0007,2025-01-15 20:39:43,Preventive Maintenance,Low,28,v4.1,PM-377,2025-01-15,0,1
305,MCH000008,LOC0006,2025-01-15 23:04:56,Hopper Empty,Medium,14,v4.1,HP-800,2025-01-15,0,0
306,MCH000042,LOC0007,2025-01-15 23:59:04,Hopper Empty,Medium,6,v4.1,HP-943,2025-01-15,0,0
307,MCH000068,LOC0004,2025-01-16 00:10:00,Cash Refill,Low,3,v5.1,CR-418,2025-01-16,0,1
308,MCH000072,LOC0004,2025-01-16 02:18:04,Software Upgrade,Low,16,v5.0,SU-638,2025-01-16,0,1
309,MCH000019,LOC0003,2025-01-16 02:39:56,Hopper Empty,Medium,11,v4.2,HP-814,2025-01-16,0,0
310,MCH000090,LOC0001,2025-01-16 03:12:50,Communication Loss,Medium,43,v4.2,CM-114,2025-01-16,0,0
311,MCH000069,LOC0002,2025-01-16 03:39:38,Software Restart,Low,5,v4.2,SR-437,2025-01-16,0,0
312,MCH000044,LOC0003,2025-01-16 05:41:06,Bill Acceptor Error,Medium,25,v5.0,BA-384,2025-01-16,0,0
313,MCH000055,LOC0002,2025-01-16 09:45:17,Bill Acceptor Error,Medium,21,v4.2,BA-698,2025-01-16,0,0
314,MCH000080,LOC0006,2025-01-16 09:56:57,Bill Acceptor Error,Medium,21,v4.2,BA-193,2025-01-16,0,0
315,MCH000052,LOC0001,2025-01-16 10:24:27,Ticket Jam,Medium,11,v4.1,TJ-905,2025-01-16,0,0
316,MCH000071,LOC0002,2025-01-16 13:49:40,Hopper Empty,Medium,19,v5.1,HP-985,2025-01-16,0,0
317,MCH000056,LOC0008,2025-01-16 14:37:00,Software Upgrade,Low,28,v4.1,SU-121,2025-01-16,0,1
318,MCH000070,LOC0007,2025-01-16 15:41:16,Ticket Jam,Medium,20,v4.1,TJ-274,2025-01-16,0,0
319,MCH000006,LOC0002,2025-01-16 16:36:08,Door Open,Low,0,v4.1,DR-235,2025-01-16,0,0
320,MCH000059,LOC0005,2025-01-16 17:09:08,Software Upgrade,Low,17,v5.0,SU-708,2025-01-16,0,1
321,MCH000067,LOC0010,2025-01-16 17:38:48,Communication Loss,Medium,42,v5.0,CM-514,2025-01-16,0,0
322,MCH000074,LOC0008,2025-01-16 19:19:09,Communication Loss,Medium,18,v5.0,CM-956,2025-01-16,0,0
323,MCH000068,LOC0004,2025-01-16 19:51:10,Preventive Maintenance,Low,23,v5.1,PM-687,2025-01-16,0,1
324,MCH000007,LOC0002,2025-01-16 20:03:42,Printer Error,Medium,23,v5.0,PR-935,2025-01-16,0,0
325,MCH000009,LOC0003,2025-01-16 21:20:56,Ticket Jam,Medium,7,v5.1,TJ-315,2025-01-16,0,0
326,MCH000080,LOC0006,2025-01-16 22:10:41,Software Restart,Low,4,v4.2,SR-599,2025-01-16,0,0
327,MCH000050,LOC0007,2025-01-16 22:47:41,Communication Loss,Medium,66,v4.2,CM-877,2025-01-16,0,0
328,MCH000051,LOC0006,2025-01-16 23:25:53,Communication Loss,Medium,73,v4.1,CM-804,2025-01-16,0,0
329,MCH000020,LOC0003,2025-01-17 01:48:17,Bill Acceptor Error,Medium,18,v5.1,BA-535,2025-01-17,0,0
330,MCH000019,LOC0003,2025-01-17 02:50:26,Bill Acceptor Error,Medium,22,v4.2,BA-379,2025-01-17,0,0
331,MCH000014,LOC0007,2025-01-17 04:33:02,Software Restart,Low,5,v5.1,SR-703,2025-01-17,0,0
332,MCH000023,LOC0003,2025-01-17 05:18:03,Communication Loss,Medium,53,v4.2,CM-445,2025-01-17,0,0
333,MCH000059,LOC0005,2025-01-17 06:00:37,Bill Acceptor Error,Medium,11,v5.0,BA-398,2025-01-17,0,0
334,MCH000086,LOC0008,2025-01-17 06:14:41,Printer Error,High,33,v4.1,PR-505,2025-01-17,1,0
335,MCH000090,LOC0001,2025-01-17 07:02:20,Ticket Jam,Medium,12,v4.2,TJ-868,2025-01-17,0,0
336,MCH000047,LOC0010,2025-01-17 07:19:19,Cash Refill,Low,3,v5.0,CR-309,2025-01-17,0,1
337,MCH000058,LOC0007,2025-01-17 08:12:18,Hopper Empty,Medium,11,v5.0,HP-962,2025-01-17,0,0
338,MCH000061,LOC0007,2025-01-17 09:13:34,Ticket Jam,Medium,12,v4.1,TJ-787,2025-01-17,0,0
339,MCH000072,LOC0004,2025-01-17 09:26:31,Bill Acceptor Error,Medium,10,v5.0,BA-988,2025-01-17,0,0
340,MCH000067,LOC0010,2025-01-17 12:05:59,Hopper Empty,Medium,5,v5.0,HP-640,2025-01-17,0,0
341,MCH000045,LOC0009,2025-01-17 12:09:25,Ticket Jam,Medium,8,v5.0,TJ-510,2025-01-17,0,0
342,MCH000039,LOC0009,2025-01-17 13:34:04,Printer Error,Medium,7,v4.1,PR-561,2025-01-17,0,0
343,MCH000061,LOC0007,2025-01-17 13:49:21,Cash Refill,Low,3,v4.1,CR-356,2025-01-17,0,1
344,MCH000087,LOC0001,2025-01-17 14:03:05,Cash Refill,Low,3,v4.2,CR-811,2025-01-17,0,1
345,MCH000022,LOC0008,2025-01-17 14:39:44,Cash Refill,Low,4,v5.1,CR-251,2025-01-17,0,1
346,MCH000060,LOC0006,2025-01-17 14:53:09,Cash Refill,Low,4,v4.2,CR-892,2025-01-17,0,1
347,MCH000059,LOC0005,2025-01-17 14:53:33,Door Open,Low,1,v5.0,DR-607,2025-01-17,0,0
348,MCH000075,LOC0009,2025-01-17 14:54:42,Door Open,Low,2,v4.1,DR-440,2025-01-17,0,0
349,MCH000020,LOC0003,2025-01-17 15:28:10,Communication Loss,Medium,49,v5.1,CM-858,2025-01-17,0,0
350,MCH000035,LOC0001,2025-01-17 17:29:04,Door Open,Low,3,v5.0,DR-879,2025-01-17,0,0
351,MCH000065,LOC0004,2025-01-17 19:44:08,Printer Error,Medium,5,v5.1,PR-701,2025-01-17,0,0
352,MCH000059,LOC0005,2025-01-17 20:04:35,Door Open,Low,0,v5.0,DR-843,2025-01-17,0,0
353,MCH000063,LOC0007,2025-01-17 20:24:14,Power Failure,High,137,v4.2,PF-483,2025-01-17,1,0
354,MCH000100,LOC0004,2025-01-17 20:56:50,Hopper Empty,Medium,5,v4.1,HP-598,2025-01-17,0,0
355,MCH000019,LOC0003,2025-01-17 22:05:45,Ticket Jam,Medium,20,v4.2,TJ-125,2025-01-17,0,0
356,MCH000037,LOC0005,2025-01-18 01:07:15,Door Open,Low,0,v4.1,DR-770,2025-01-18,0,0
357,MCH000080,LOC0006,2025-01-18 01:37:36,Communication Loss,Medium,38,v4.2,CM-142,2025-01-18,0,0
358,MCH000049,LOC0006,2025-01-18 03:37:32,Communication Loss,Medium,13,v5.1,CM-744,2025-01-18,0,0
359,MCH000080,LOC0006,2025-01-18 04:27:06,Door Open,Medium,1,v4.2,DR-499,2025-01-18,0,0
360,MCH000064,LOC0007,2025-01-18 05:37:30,Software Restart,Low,5,v4.1,SR-893,2025-01-18,0,0
361,MCH000005,LOC0007,2025-01-18 06:01:51,Communication Loss,Medium,35,v5.0,CM-437,2025-01-18,0,0
362,MCH000003,LOC0006,2025-01-18 07:38:30,Software Restart,Low,6,v5.0,SR-994,2025-01-18,0,0
363,MCH000008,LOC0006,2025-01-18 09:26:07,Communication Loss,High,48,v4.1,CM-963,2025-01-18,1,0
364,MCH000052,LOC0001,2025-01-18 12:06:24,Door Open,Low,0,v4.1,DR-325,2025-01-18,0,0
365,MCH000006,LOC0002,2025-01-18 12:30:26,Hopper Empty,Medium,12,v4.1,HP-979,2025-01-18,0,0
366,MCH000062,LOC0006,2025-01-18 12:46:27,Communication Loss,Medium,47,v5.0,CM-223,2025-01-18,0,0
367,MCH000010,LOC0009,2025-01-18 12:58:07,Communication Loss,High,25,v4.2,CM-288,2025-01-18,1,0
368,MCH000013,LOC0009,2025-01-18 13:21:12,Ticket Jam,Medium,25,v5.1,TJ-389,2025-01-18,0,0
369,MCH000040,LOC0004,2025-01-18 14:37:33,Hardware Failure,Critical,149,v4.1,HF-574,2025-01-18,1,0
370,MCH000013,LOC0009,2025-01-18 16:35:47,Hardware Failure,Critical,125,v5.1,HF-316,2025-01-18,1,0
371,MCH000028,LOC0003,2025-01-18 16:49:29,Preventive Maintenance,Low,23,v5.1,PM-915,2025-01-18,0,1
372,MCH000073,LOC0008,2025-01-18 17:10:31,Door Open,Low,2,v4.2,DR-721,2025-01-18,0,0
373,MCH000039,LOC0009,2025-01-18 17:57:36,Bill Acceptor Error,Medium,11,v4.1,BA-395,2025-01-18,0,0
374,MCH000032,LOC0003,2025-01-18 18:11:59,Door Open,Low,0,v5.1,DR-627,2025-01-18,0,0
375,MCH000079,LOC0007,2025-01-18 20:15:30,Hopper Empty,Medium,11,v5.1,HP-971,2025-01-18,0,0
376,MCH000016,LOC0007,2025-01-18 20:59:46,Printer Error,Medium,9,v4.1,PR-690,2025-01-18,0,0
377,MCH000098,LOC0006,2025-01-18 21:43:56,Hardware Failure,Medium,105,v5.0,HF-520,2025-01-18,0,0
378,MCH000053,LOC0009,2025-01-18 21:58:32,Hopper Empty,Medium,7,v4.2,HP-451,2025-01-18,0,0
379,MCH000006,LOC0002,2025-01-18 22:39:03,Door Open,Low,1,v4.1,DR-283,2025-01-18,0,0
380,MCH000038,LOC0001,2025-01-18 22:56:03,Communication Loss,Medium,49,v4.2,CM-861,2025-01-18,0,0
381,MCH000058,LOC0007,2025-01-18 23:20:50,Software Restart,Medium,7,v5.0,SR-686,2025-01-18,0,0
382,MCH000069,LOC0002,2025-01-19 00:56:10,Hopper Empty,Medium,5,v4.2,HP-219,2025-01-19,0,0
383,MCH000026,LOC0001,2025-01-19 01:23:51,Bill Acceptor Error,Medium,13,v4.1,BA-954,2025-01-19,0,0
384,MCH000056,LOC0008,2025-01-19 06:14:03,Communication Loss,Medium,48,v4.1,CM-653,2025-01-19,0,0
385,MCH000061,LOC0007,2025-01-19 07:45:08,Cash Refill,Low,3,v4.1,CR-329,2025-01-19,0,1
386,MCH000059,LOC0005,2025-01-19 07:46:15,Ticket Jam,Medium,5,v5.0,TJ-565,2025-01-19,0,0
387,MCH000044,LOC0003,2025-01-19 08:37:32,Bill Acceptor Error,Medium,15,v5.0,BA-758,2025-01-19,0,0
388,MCH000084,LOC0008,2025-01-19 09:00:59,Ticket Jam,Medium,27,v5.0,TJ-806,2025-01-19,0,0
389,MCH000076,LOC0004,2025-01-19 11:32:11,Software Restart,Low,3,v4.1,SR-109,2025-01-19,0,0
390,MCH000080,LOC0006,2025-01-19 12:21:27,Communication Loss,Medium,38,v4.2,CM-402,2025-01-19,0,0
391,MCH000018,LOC0007,2025-01-19 12:39:34,Ticket Jam,Medium,7,v5.0,TJ-247,2025-01-19,0,0
392,MCH000068,LOC0004,2025-01-19 13:02:20,Cash Refill,Low,3,v5.1,CR-427,2025-01-19,0,1
393,MCH000058,LOC0007,2025-01-19 13:42:29,Printer Error,Medium,12,v5.0,PR-118,2025-01-19,0,0
394,MCH000047,LOC0010,2025-01-19 14:55:49,Software Restart,Low,4,v5.0,SR-114,2025-01-19,0,0
395,MCH000021,LOC0006,2025-01-19 15:21:03,Door Open,Low,0,v4.1,DR-535,2025-01-19,0,0
396,MCH000020,LOC0003,2025-01-19 16:05:41,Door Open,Low,2,v5.1,DR-253,2025-01-19,0,0
397,MCH000031,LOC0002,2025-01-19 16:57:04,Communication Loss,High,34,v5.1,CM-158,2025-01-19,1,0
398,MCH000068,LOC0004,2025-01-19 17:39:49,Hopper Empty,Medium,9,v5.1,HP-776,2025-01-19,0,0
399,MCH000067,LOC0010,2025-01-19 18:20:22,Preventive Maintenance,Low,20,v5.0,PM-535,2025-01-19,0,1
400,MCH000092,LOC0010,2025-01-19 19:54:49,Door Open,Low,1,v5.0,DR-270,2025-01-19,0,0
401,MCH000082,LOC0007,2025-01-19 20:42:20,Door Open,Medium,1,v4.1,DR-883,2025-01-19,0,0
402,MCH000088,LOC0008,2025-01-19 23:10:51,Hopper Empty,Medium,8,v5.0,HP-770,2025-01-19,0,0
403,MCH000055,LOC0002,2025-01-19 23:53:23,Communication Loss,Medium,36,v4.2,CM-160,2025-01-19,0,0
404,MCH000014,LOC0007,2025-01-20 00:49:57,Printer Error,High,27,v5.1,PR-166,2025-01-20,1,0
405,MCH000018,LOC0007,2025-01-20 02:49:47,Software Restart,Medium,9,v5.0,SR-543,2025-01-20,0,0
406,MCH000082,LOC0007,2025-01-20 04:38:58,Ticket Jam,Medium,15,v4.1,TJ-394,2025-01-20,0,0
407,MCH000086,LOC0008,2025-01-20 05:15:38,Software Restart,Low,4,v4.1,SR-145,2025-01-20,0,0
408,MCH000076,LOC0004,2025-01-20 05:32:59,Software Upgrade,Low,18,v4.1,SU-986,2025-01-20,0,1
409,MCH000069,LOC0002,2025-01-20 06:08:54,Door Open,Low,1,v4.2,DR-608,2025-01-20,0,0
410,MCH000057,LOC0007,2025-01-20 07:29:59,Ticket Jam,Medium,18,v5.0,TJ-399,2025-01-20,0,0
411,MCH000022,LOC0008,2025-01-20 10:18:29,Software Upgrade,Low,17,v5.1,SU-654,2025-01-20,0,1
412,MCH000076,LOC0004,2025-01-20 13:45:33,Communication Loss,Medium,29,v4.1,CM-530,2025-01-20,0,0
413,MCH000073,LOC0008,2025-01-20 15:18:59,Communication Loss,Medium,71,v4.2,CM-123,2025-01-20,0,0
414,MCH000083,LOC0010,2025-01-20 15:41:19,Bill Acceptor Error,Medium,17,v5.1,BA-724,2025-01-20,0,0
415,MCH000057,LOC0007,2025-01-20 16:29:10,Preventive Maintenance,Medium,44,v5.0,PM-232,2025-01-20,0,1
416,MCH000070,LOC0007,2025-01-20 19:04:02,Ticket Jam,Medium,16,v4.1,TJ-161,2025-01-20,0,0
417,MCH000076,LOC0004,2025-01-20 19:36:55,Software Upgrade,Low,18,v4.1,SU-463,2025-01-20,0,1
418,MCH000084,LOC0008,2025-01-20 20:02:36,Software Upgrade,Low,27,v5.0,SU-439,2025-01-20,0,1
419,MCH000062,LOC0006,2025-01-20 21:52:38,Cash Refill,Low,3,v5.0,CR-154,2025-01-20,0,1
420,MCH000090,LOC0001,2025-01-20 22:21:09,Ticket Jam,Medium,19,v4.2,TJ-280,2025-01-20,0,0
421,MCH000013,LOC0009,2025-01-20 23:48:42,Ticket Jam,Medium,16,v5.1,TJ-260,2025-01-20,0,0
422,MCH000030,LOC0001,2025-01-21 00:17:44,Hopper Empty,Medium,10,v5.0,HP-874,2025-01-21,0,0
423,MCH000025,LOC0002,2025-01-21 02:07:06,Preventive Maintenance,Low,22,v4.2,PM-103,2025-01-21,0,1
424,MCH000046,LOC0002,2025-01-21 04:22:30,Bill Acceptor Error,High,19,v4.2,BA-871,2025-01-21,1,0
425,MCH000039,LOC0009,2025-01-21 04:54:12,Hopper Empty,Medium,5,v4.1,HP-265,2025-01-21,0,0
426,MCH000029,LOC0002,2025-01-21 07:52:25,Communication Loss,High,86,v5.1,CM-222,2025-01-21,1,0
427,MCH000090,LOC0001,2025-01-21 08:39:33,Door Open,Low,2,v4.2,DR-145,2025-01-21,0,0
428,MCH000037,LOC0005,2025-01-21 09:21:51,Printer Error,Medium,20,v4.1,PR-349,2025-01-21,0,0
429,MCH000087,LOC0001,2025-01-21 10:21:02,Door Open,Low,2,v4.2,DR-903,2025-01-21,0,0
430,MCH000059,LOC0005,2025-01-21 11:15:07,Bill Acceptor Error,Medium,15,v5.0,BA-862,2025-01-21,0,0
431,MCH000095,LOC0009,2025-01-21 11:15:09,Bill Acceptor Error,Medium,14,v5.0,BA-102,2025-01-21,0,0
432,MCH000008,LOC0006,2025-01-21 11:49:41,Communication Loss,Medium,17,v4.1,CM-807,2025-01-21,0,0
433,MCH000024,LOC0007,2025-01-21 13:14:00,Door Open,Low,2,v4.1,DR-735,2025-01-21,0,0
434,MCH000008,LOC0006,2025-01-21 13:19:25,Cash Refill,Low,5,v4.1,CR-749,2025-01-21,0,1
435,MCH000022,LOC0008,2025-01-21 14:48:06,Door Open,Low,0,v5.1,DR-569,2025-01-21,0,0
436,MCH000004,LOC0010,2025-01-21 15:37:37,Door Open,Low,1,v4.1,DR-495,2025-01-21,0,0
437,MCH000099,LOC0009,2025-01-21 16:48:08,Cash Refill,Low,4,v5.1,CR-853,2025-01-21,0,1
438,MCH000092,LOC0010,2025-01-21 17:44:28,Communication Loss,Medium,28,v5.0,CM-419,2025-01-21,0,0
439,MCH000094,LOC0008,2025-01-21 19:43:31,Printer Error,Medium,17,v5.0,PR-773,2025-01-21,0,0
440,MCH000094,LOC0008,2025-01-21 19:54:26,Printer Error,Medium,21,v5.0,PR-999,2025-01-21,0,0
441,MCH000032,LOC0003,2025-01-21 21:08:30,Hopper Empty,Medium,9,v5.1,HP-726,2025-01-21,0,0
442,MCH000092,LOC0010,2025-01-21 21:14:27,Door Open,Low,2,v5.0,DR-913,2025-01-21,0,0
443,MCH000077,LOC0004,2025-01-21 21:15:02,Communication Loss,High,60,v4.1,CM-520,2025-01-21,1,0
444,MCH000071,LOC0002,2025-01-21 21:20:44,Communication Loss,Medium,28,v5.1,CM-569,2025-01-21,0,0
445,MCH000055,LOC0002,2025-01-21 21:41:46,Hopper Empty,Medium,10,v4.2,HP-728,2025-01-21,0,0
446,MCH000023,LOC0003,2025-01-21 22:03:38,Preventive Maintenance,Low,29,v4.2,PM-330,2025-01-21,0,1
447,MCH000017,LOC0002,2025-01-21 22:47:39,Bill Acceptor Error,Medium,24,v5.0,BA-442,2025-01-21,0,0
448,MCH000089,LOC0003,2025-01-22 00:33:26,Printer Error,Medium,12,v5.0,PR-280,2025-01-22,0,0
449,MCH000034,LOC0004,2025-01-22 01:21:06,Communication Loss,High,62,v4.2,CM-251,2025-01-22,1,0
450,MCH000038,LOC0001,2025-01-22 01:24:45,Cash Refill,Low,3,v4.2,CR-401,2025-01-22,0,1
451,MCH000068,LOC0004,2025-01-22 01:53:11,Door Open,Low,1,v5.1,DR-204,2025-01-22,0,0
452,MCH000015,LOC0001,2025-01-22 03:16:48,Preventive Maintenance,Low,26,v5.1,PM-753,2025-01-22,0,1
453,MCH000011,LOC0006,2025-01-22 04:00:10,Software Restart,Low,7,v5.0,SR-441,2025-01-22,0,0
454,MCH000037,LOC0005,2025-01-22 05:42:12,Software Restart,Low,5,v4.1,SR-191,2025-01-22,0,0
455,MCH000012,LOC0008,2025-01-22 05:51:20,Cash Refill,Low,5,v4.2,CR-144,2025-01-22,0,1
456,MCH000014,LOC0007,2025-01-22 06:55:29,Software Restart,Medium,5,v5.1,SR-806,2025-01-22,0,0
